title	href	last_work_plase	count
Python developer	/resume/36ec40f2000719f8fa0039ed1f706c43435431?hhtmFrom=resume_search_result	RBTechnologies	1.0
Руководитель проектов/программ	/resume/be8166ab00073dc5c00039ed1f6d4361754c59?hhtmFrom=resume_search_result	Газпром нефть, ПАО	8.0
Инженер-проектировщик по автоматизации и диспетчеризации	/resume/d044a9ec0008044add0039ed1f76505457536d?hhtmFrom=resume_search_result	Проектная организация «Гипрокон»	1.0
Ведущий программист 1С  / удаленная работа	/resume/75121359000178d9de0039ed1f7a524b50674f?hhtmFrom=resume_search_result	"ЗАО ""Деликатес"""	1.0
Junior React разработчик 	/resume/a98e39f200061fdea10039ed1f4c4756776b4c?hhtmFrom=resume_search_result	Госкорпорация Росатом	4.0
Сборщик ПК	/resume/d136981600078b6fb30039ed1f4a655547464a?hhtmFrom=resume_search_result	CleanCars	1.0
Руководитель проекта	/resume/cf249148000779030d0039ed1f673046495558?hhtmFrom=resume_search_result	bizv	1.0
Frontend Developer JavaScript React	/resume/de62f82f0005dbdba20039ed1f4c68326a5a44?hhtmFrom=resume_search_result	AdnowPush	1.0
Системный администратор	/resume/55d7965700026b4b320039ed1f59374d515050?hhtmFrom=resume_search_result	МАГНИТ, Розничная сеть	8.0
Менеджер по управлению проектами	/resume/5d3f12da0005b9a69a0039ed1f395847533444?hhtmFrom=resume_search_result	Альфа-Банк (Россия)	11.0
Монтажник слаботочных систем	/resume/b793835200036ed63a0039ed1f69704d503975?hhtmFrom=resume_search_result	Вавилон	1.0
Системный администратор / Инженер / Технический специалист	/resume/64eda82f0007f8668f0039ed1f6c4158386e61?hhtmFrom=resume_search_result	OZON.ru	1.0
Системный инженер, системный администратор	/resume/80e528cc00038a90c90039ed1f3070304f456a?hhtmFrom=resume_search_result	RSS	2.0
Data Аналитик / Фриланс	/resume/348889d70007bf11dd0039ed1f73415a39736a?hhtmFrom=resume_search_result	Endycs	1.0
Руководитель интернет-проектов / Менеджер интернет-проектов / Администратор сайта	/resume/98f03f6e0001ff1b720039ed1f7930314f4e48?hhtmFrom=resume_search_result	"IMEXRE (Элитная недвижимость в Дубае) | ТД ""ИМИДЖ"" (Светотехника)"	1.0
Менеджер проектов	/resume/f2d1f2f300075948c80039ed1f4c67354d6648?hhtmFrom=resume_search_result	ООО Интегратор ИТ	1.0
Специалист технической поддержки	/resume/8111be8500020b24d60039ed1f4c6d33677047?hhtmFrom=resume_search_result	"ГПОУ ""Прокопьевский строительный техникум"""	1.0
Менеджер проектов	/resume/53a7e7810002f181290039ed1f35335172614a?hhtmFrom=resume_search_result	ООО Априори, Агентство переводов	1.0
Frontend-разработчик	/resume/fc281ca300064118c80039ed1f767161366653?hhtmFrom=resume_search_result	4 пикселя	1.0
Приходящий системный администратор	/resume/4257bcf60001caec720039ed1f344a57367339?hhtmFrom=resume_search_result	E&C	1.0
Веб-дизайнер, графический дизайнер	/resume/6f8e641400012825f80039ed1f72324f695561?hhtmFrom=resume_search_result	СимбирСофт,ООО	2.0
Senior Android Developer / Part time / Remote	/resume/9637be5b0002d5dfcb0039ed1f434769567649?hhtmFrom=resume_search_result	Global Intellect Service	2.0
Инженер-программист	/resume/d4e8945700062b75c70039ed1f44483938785a?hhtmFrom=resume_search_result	"ООО ""Радиус"""	1.0
ИТ-специалист	/resume/b8bedab000075cbe8a0039ed1f373235396352?hhtmFrom=resume_search_result	Амиго Лайт	1.0
Начальник отдела, директор департамента, технический директор, главный архитектор	/resume/b2662f980000a4232a0039ed1f736563726574?hhtmFrom=resume_search_result	Сбербанк	46.0
3D Artist	/resume/e12025f40003cbe9870039ed1f706241666671?hhtmFrom=resume_search_result	Клен, ООО	1.0
Junior web-дизайнер/Junior web-разработчик	/resume/f526045100069d1c0e0039ed1f706d4d727a42?hhtmFrom=resume_search_result	Глобальные системы	1.0
Продакшн менеджер, Мультимедиа инженер, Видеоинженер.	/resume/dd871fab00073794c70039ed1f5437545a5468?hhtmFrom=resume_search_result	Brothers Production. Freelance.	1.0
Руководитель проектов	/resume/bac8dbb3000263f2ed0039ed1f38456574704c?hhtmFrom=resume_search_result	Банк	6.0
Junior Data Analysist / Junior Data Scientist	/resume/7da45ee30007c742b00039ed1f307868397365?hhtmFrom=resume_search_result	АО ВПК НПО машиностроения	1.0
Оператор на дому	/resume/e5dd41c2000628196d0039ed1f69387a374766?hhtmFrom=resume_search_result	Промсвязьбанк, ПАО	4.0
Frontend-разработчик	/resume/21cb47600003b7619e0039ed1f467a36726468?hhtmFrom=resume_search_result	Многофункциональный центр предоставления государственных и муниципальных услуг	1.0
Менеджер интернет-магазина	/resume/f940eb6a00073a5aab0039ed1f556650374b35?hhtmFrom=resume_search_result	ооо Кредитная Линия	1.0
IOS Developer	/resume/68c165a00006ca85780039ed1f354232426750?hhtmFrom=resume_search_result	Собственные проекты	1.0
Директор IT / Инженер IT / Специалист по ремонту компьютеров и ноутбуков	/resume/376a72ce0005c26d300039ed1f477164623851?hhtmFrom=resume_search_result	"ООО ""Управляющая компания ЯЗЫКОВ-ГРУПП"""	1.0
Software Architect, Head of R&D department	/resume/92c0562a00074f5ed50039ed1f626f47775767?hhtmFrom=resume_search_result	Security Code	2.0
Менеджер проекта	/resume/3d2925b80007efad300039ed1f326855685238?hhtmFrom=resume_search_result	Рокетбанк КИВИ Банк (АО)	2.0
Системный администратор	/resume/a5b1fbc70007eaf7fe0039ed1f745a38615047?hhtmFrom=resume_search_result	Fashion House	3.0
Веб-мастер	/resume/1ba1003d0007ed4baa0039ed1f56456b496543?hhtmFrom=resume_search_result	Индивидуальное предпринимательство / частная практика / фриланс	177.0
Программист 1С	/resume/7fb22d780007eaf2e40039ed1f6d4468794a45?hhtmFrom=resume_search_result	"ОАО ""Гамбринус"""	1.0
Менеджер по сопровождению клиентов	/resume/d6ce251d0000ba570a0039ed1f736563726574?hhtmFrom=resume_search_result	БухСервисПресс	1.0
Специалист по администрированию и сопровождению систем безопасности	/resume/bc2dbc170003eb5d250039ed1f775453626431?hhtmFrom=resume_search_result	"Ао «Стокманн"""	1.0
Руководитель проектов (телеком, ИТ)	/resume/a65867340007e1762a0039ed1f736a32483771?hhtmFrom=resume_search_result	Almatel	1.0
Дизайнер интерфейсов / UX designer (Middle)	/resume/c5998b1c0003a0c7400039ed1f6e6233365463?hhtmFrom=resume_search_result	Initium	1.0
Монтажник слаботочных систем	/resume/3678f35400074012ca0039ed1f625674336a51?hhtmFrom=resume_search_result	НТ-Решения .г Москва	1.0
Менеджер по расчетам с клиентами	/resume/47c607c900016c977f0039ed1f52336b533339?hhtmFrom=resume_search_result	"ООО ""ВПК-Телеком"""	1.0
Ведущий инженер проектировщик	/resume/1316a0c10002cf696c0039ed1f796b64764947?hhtmFrom=resume_search_result	"ООО ""Сател"""	1.0
Инженер компьютерных систем и сетей	/resume/4ced61140003536f0d0039ed1f4a5644325568?hhtmFrom=resume_search_result	Ренейссанс Констракшн, ЗАО	1.0
 специалист 	/resume/944d95b200006645780039ed1f736563726574?hhtmFrom=resume_search_result	ПАО МГТС	5.0
Помощник интернет-маркетолога, стажер	/resume/9104327a0007fcc30e0039ed1f75353539576c?hhtmFrom=resume_search_result	"OOO ""LEXX"""	1.0
Ведущий разработчик	/resume/41ebc1b90007fab96d0039ed1f7a3141487a44?hhtmFrom=resume_search_result	"ООО ""Интэком"""	1.0
Customer Support Specialist	/resume/7adae50e0007f3b5450039ed1f714536784449?hhtmFrom=resume_search_result	Rocketbank	1.0
IT-инженер	/resume/8dda32310007306a610039ed1f4b585231346a?hhtmFrom=resume_search_result	ЛАНИТ	5.0
Аналитик данных/Проектный менеджер 	/resume/de5f967d000746f6620039ed1f635870705333?hhtmFrom=resume_search_result	Dvigex	1.0
Ux/Ui дизайнер	/resume/e33673b40002bed7080039ed1f344834686367?hhtmFrom=resume_search_result	Студия designknowledge.ru	1.0
Консультант	/resume/cd1b1f400002dea4390039ed1f4a6c65594548?hhtmFrom=resume_search_result	Северсталь-Инфоком	1.0
Менеджер	/resume/f6483ebc000297bcc00039ed1f64584a63516b?hhtmFrom=resume_search_result	Связной	8.0
Разработчик .NET Core, Angular, React	/resume/ad2fc49c0002d7004e0039ed1f45644d45516f?hhtmFrom=resume_search_result	Smartcom	1.0
Тестировщик	/resume/64c810760007e7f8360039ed1f4c4957375078?hhtmFrom=resume_search_result	"ООО ""ЭЛСИ групп"""	1.0
Software Architect, Head of R&D department	/resume/92c0562a00074f5ed50039ed1f626f47775767?hhtmFrom=resume_search_result	Security Code	2.0
Менеджер проекта	/resume/3d2925b80007efad300039ed1f326855685238?hhtmFrom=resume_search_result	Рокетбанк КИВИ Банк (АО)	2.0
Системный администратор	/resume/a5b1fbc70007eaf7fe0039ed1f745a38615047?hhtmFrom=resume_search_result	Fashion House	3.0
Веб-мастер	/resume/1ba1003d0007ed4baa0039ed1f56456b496543?hhtmFrom=resume_search_result	Индивидуальное предпринимательство / частная практика / фриланс	177.0
HTML-верстальщик	/resume/a1ac302500073e94da0039ed1f7743314f6867?hhtmFrom=resume_search_result	"Государственное бюджетное учреждение ""Досуговый и спортивный центр ""Хорошевка"""	1.0
Монтажник слаботочных систем	/resume/c79d1a1b00041eacbb0039ed1f4668786e7a79?hhtmFrom=resume_search_result	Рубин	1.0
IT-инженер	/resume/e7bb19ac00053bc57d0039ed1f4f765a515872?hhtmFrom=resume_search_result	DataLine, Компания	2.0
Системный администратор	/resume/9f2dc7e700040a827b0039ed1f514c4577317a?hhtmFrom=resume_search_result	Kraftway Computers	1.0
Руководитель проектного отдела/Руководитель проекта/ГИП	/resume/d970a92c000695decd0039ed1f524869353872?hhtmFrom=resume_search_result	Инвестиционные проекты в строительстве, Служба Заказчика	1.0
системный администратор	/resume/ebf89dce0000ba64060039ed1f736563726574?hhtmFrom=resume_search_result	"ООО ""Домодедово Айти Сервисиз"""	1.0
Frontend developer (React, remote)	/resume/771453de0006421fe40039ed1f7a4e42377673?hhtmFrom=resume_search_result	Windcreek Casino Hospitality	1.0
Проджект менеджер / Project manager	/resume/b933240c00020790a90039ed1f673867665a51?hhtmFrom=resume_search_result	АО ТВТорг	1.0
Руководитель проекта	/resume/2fd81b4a0002ac0af80039ed1f364772527155?hhtmFrom=resume_search_result	ДОРС	1.0
Руководитель ИТ-отдела	/resume/c22b99fe0007dd79c00039ed1f50666d6c3659?hhtmFrom=resume_search_result	Шоколадница, Сеть кофеен	3.0
